task_id,province,area_code,area_name,level,kind,task_status,query,evidence_url,note
police-120113,天津,120113,北辰区,county,police,pending_discovery,天津 北辰区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-120114,天津,120114,武清区,county,police,pending_discovery,天津 武清区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-120115,天津,120115,宝坻区,county,police,pending_discovery,天津 宝坻区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-120116,天津,120116,滨海新区,county,police,pending_discovery,天津 滨海新区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-120117,天津,120117,宁河区,county,police,pending_discovery,天津 宁河区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-120118,天津,120118,静海区,county,police,pending_discovery,天津 静海区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-120119,天津,120119,蓟州区,county,police,pending_discovery,天津 蓟州区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130000,河北,130000,河北省,province,police,pending_discovery,河北 河北省 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130100,河北,130100,石家庄市,prefecture,police,pending_discovery,河北 石家庄市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130102,河北,130102,长安区,county,police,pending_discovery,河北 长安区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130104,河北,130104,桥西区,county,police,pending_discovery,河北 桥西区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130105,河北,130105,新华区,county,police,pending_discovery,河北 新华区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130107,河北,130107,井陉矿区,county,police,pending_discovery,河北 井陉矿区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130108,河北,130108,裕华区,county,police,pending_discovery,河北 裕华区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130109,河北,130109,藁城区,county,police,pending_discovery,河北 藁城区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130110,河北,130110,鹿泉区,county,police,pending_discovery,河北 鹿泉区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130111,河北,130111,栾城区,county,police,pending_discovery,河北 栾城区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130121,河北,130121,井陉县,county,police,pending_discovery,河北 井陉县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130123,河北,130123,正定县,county,police,pending_discovery,河北 正定县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130125,河北,130125,行唐县,county,police,pending_discovery,河北 行唐县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130126,河北,130126,灵寿县,county,police,pending_discovery,河北 灵寿县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130127,河北,130127,高邑县,county,police,pending_discovery,河北 高邑县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130128,河北,130128,深泽县,county,police,pending_discovery,河北 深泽县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130129,河北,130129,赞皇县,county,police,pending_discovery,河北 赞皇县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130130,河北,130130,无极县,county,police,pending_discovery,河北 无极县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130131,河北,130131,平山县,county,police,pending_discovery,河北 平山县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130132,河北,130132,元氏县,county,police,pending_discovery,河北 元氏县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130133,河北,130133,赵县,county,police,pending_discovery,河北 赵县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130181,河北,130181,辛集市,county,police,pending_discovery,河北 辛集市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130183,河北,130183,晋州市,county,police,pending_discovery,河北 晋州市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130184,河北,130184,新乐市,county,police,pending_discovery,河北 新乐市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130200,河北,130200,唐山市,prefecture,police,pending_discovery,河北 唐山市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130202,河北,130202,路南区,county,police,pending_discovery,河北 路南区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130203,河北,130203,路北区,county,police,pending_discovery,河北 路北区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130204,河北,130204,古冶区,county,police,pending_discovery,河北 古冶区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130205,河北,130205,开平区,county,police,pending_discovery,河北 开平区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130207,河北,130207,丰南区,county,police,pending_discovery,河北 丰南区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130208,河北,130208,丰润区,county,police,pending_discovery,河北 丰润区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130209,河北,130209,曹妃甸区,county,police,pending_discovery,河北 曹妃甸区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130224,河北,130224,滦南县,county,police,pending_discovery,河北 滦南县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130225,河北,130225,乐亭县,county,police,pending_discovery,河北 乐亭县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130227,河北,130227,迁西县,county,police,pending_discovery,河北 迁西县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130229,河北,130229,玉田县,county,police,pending_discovery,河北 玉田县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130281,河北,130281,遵化市,county,police,pending_discovery,河北 遵化市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130283,河北,130283,迁安市,county,police,pending_discovery,河北 迁安市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130284,河北,130284,滦州市,county,police,pending_discovery,河北 滦州市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130300,河北,130300,秦皇岛市,prefecture,police,pending_discovery,河北 秦皇岛市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130302,河北,130302,海港区,county,police,pending_discovery,河北 海港区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130303,河北,130303,山海关区,county,police,pending_discovery,河北 山海关区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130304,河北,130304,北戴河区,county,police,pending_discovery,河北 北戴河区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130306,河北,130306,抚宁区,county,police,pending_discovery,河北 抚宁区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130321,河北,130321,青龙满族自治县,county,police,pending_discovery,河北 青龙满族自治县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130322,河北,130322,昌黎县,county,police,pending_discovery,河北 昌黎县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130324,河北,130324,卢龙县,county,police,pending_discovery,河北 卢龙县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130400,河北,130400,邯郸市,prefecture,police,pending_discovery,河北 邯郸市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130402,河北,130402,邯山区,county,police,pending_discovery,河北 邯山区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130403,河北,130403,丛台区,county,police,pending_discovery,河北 丛台区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130404,河北,130404,复兴区,county,police,pending_discovery,河北 复兴区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130406,河北,130406,峰峰矿区,county,police,pending_discovery,河北 峰峰矿区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130407,河北,130407,肥乡区,county,police,pending_discovery,河北 肥乡区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130408,河北,130408,永年区,county,police,pending_discovery,河北 永年区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130423,河北,130423,临漳县,county,police,pending_discovery,河北 临漳县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130424,河北,130424,成安县,county,police,pending_discovery,河北 成安县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130425,河北,130425,大名县,county,police,pending_discovery,河北 大名县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130426,河北,130426,涉县,county,police,pending_discovery,河北 涉县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130427,河北,130427,磁县,county,police,pending_discovery,河北 磁县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130430,河北,130430,邱县,county,police,pending_discovery,河北 邱县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130431,河北,130431,鸡泽县,county,police,pending_discovery,河北 鸡泽县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130432,河北,130432,广平县,county,police,pending_discovery,河北 广平县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130433,河北,130433,馆陶县,county,police,pending_discovery,河北 馆陶县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130434,河北,130434,魏县,county,police,pending_discovery,河北 魏县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130435,河北,130435,曲周县,county,police,pending_discovery,河北 曲周县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130481,河北,130481,武安市,county,police,pending_discovery,河北 武安市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130500,河北,130500,邢台市,prefecture,police,pending_discovery,河北 邢台市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130502,河北,130502,襄都区,county,police,pending_discovery,河北 襄都区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130503,河北,130503,信都区,county,police,pending_discovery,河北 信都区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130505,河北,130505,任泽区,county,police,pending_discovery,河北 任泽区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130506,河北,130506,南和区,county,police,pending_discovery,河北 南和区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130522,河北,130522,临城县,county,police,pending_discovery,河北 临城县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130523,河北,130523,内丘县,county,police,pending_discovery,河北 内丘县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-130524,河北,130524,柏乡县,county,police,pending_discovery,河北 柏乡县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
